Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category,norm_votes,norm_rating,Score,Explanation
Glen's Bakehouse,1,Bangalore,77.64062494,12.97909556,"bakery, desserts, cafe",800,No,No,No,2,4.0,3533,India,bakery,High,0.3654701562015103,0.8,0.669641046860453,"Matched on bakery cuisine, High budget in India with rating 4.0"
Kream,189,Pretoria,28.23604667,-25.77074833,african,450,No,No,No,4,4.7,373,South Africa,african,Medium,0.03858487638357298,0.9400000000000001,0.669575462915072,"Matched on african cuisine, Medium budget in South Africa with rating 4.7"
Churrolto,1,Hyderabad,78.393391,17.440827,"desserts, cafe, mexican",500,No,No,No,2,4.7,344,India,desserts,Medium,0.035584979828281786,0.9400000000000001,0.6686754939484846,"Matched on desserts cuisine, Medium budget in India with rating 4.7"
New Yorker Deli & Pizzeria,216,Pensacola,-87.1819,30.4251,"italian, pizza, sandwich",10,No,No,No,1,4.6,792,United States,italian,Low,0.08192820937209062,0.9199999999999999,0.6685784628116271,"Matched on italian cuisine, Low budget in United States with rating 4.6"
Seasons 52 Fresh Grill,216,Orlando,-81.487978,28.448175,american,60,No,No,No,4,4.4,1685,United States,american,Low,0.17430433433329884,0.8800000000000001,0.6682913002999896,"Matched on american cuisine, Low budget in United States with rating 4.4"
Onesta,1,Bangalore,77.59679094,12.90622878,"pizza, cafe, italian",600,No,No,No,2,4.6,781,India,pizza,Medium,0.08079031757525602,0.9199999999999999,0.6682370952725767,"Matched on pizza cuisine, Medium budget in India with rating 4.6"
Santa's Fantasea,1,Kolkata,88.36783022,22.51508182,"seafood, chinese",800,No,No,No,2,4.2,2584,India,seafood,High,0.26730112754732593,0.8400000000000001,0.6681903382641977,"Matched on seafood cuisine, High budget in India with rating 4.2"
Restaurant Gordon Ramsay,215,London,-0.162092,51.485509,french,230,No,No,No,4,4.7,320,United Kingdom,french,Low,0.03310230681700631,0.9400000000000001,0.6679306920451019,"Matched on french cuisine, Low budget in United Kingdom with rating 4.7"
Red Mesa Restaurant,216,Tampa Bay,-82.638843,27.816848,"breakfast, mexican",40,No,No,No,3,4.5,1203,United States,breakfast,Low,0.1244439846901831,0.9,0.6673331954070549,"Matched on breakfast cuisine, Low budget in United States with rating 4.5"
Lights Camera Action - Air Bar,1,New Delhi,77.1198335,28.6477927,"north indian, continental",1300,No,No,No,3,4.4,1636,India,north indian,High,0.16923554360194476,0.8800000000000001,0.6667706630805834,"Matched on north indian cuisine, High budget in India with rating 4.4"
Fong's Pizza,216,Des Moines,-93.621631,41.585465,"chinese, pizza",25,No,No,No,2,4.6,728,United States,chinese,Low,0.07530774800868936,0.9199999999999999,0.6665923244026067,"Matched on chinese cuisine, Low budget in United States with rating 4.6"
ECHOES Koramangala,1,Bangalore,77.615797,12.934179,"continental, american, italian, north indian, chinese, cafe",950,No,No,No,2,4.7,276,India,continental,High,0.02855073962966794,0.9400000000000001,0.6665652218889004,"Matched on continental cuisine, High budget in India with rating 4.7"
Star Noodle,216,Rest of Hawaii,-156.674835,20.885226,asian,10,No,No,No,1,4.6,723,United States,asian,Low,0.07479052446467363,0.9199999999999999,0.666437157339402,"Matched on asian cuisine, Low budget in United States with rating 4.6"
Miyabi Kyoto Japanese Steak House,216,Augusta,-82.0865,33.4721,"chinese, steak",40,No,No,No,3,4.6,717,United States,chinese,Low,0.07416985621185476,0.9199999999999999,0.6662509568635563,"Matched on chinese cuisine, Low budget in United States with rating 4.6"
'Ohana,216,Orlando,-81.585226,28.405437,hawaiian,45,No,No,No,3,4.5,1151,United States,hawaiian,Low,0.11906485983241957,0.9,0.6657194579497259,"Matched on hawaiian cuisine, Low budget in United States with rating 4.5"
Federal Delicatessen,148,Auckland,174.7622201,-36.84876968,"cafe, american",60,No,No,No,3,4.6,696,New Zealand,cafe,Low,0.07199751732698872,0.9199999999999999,0.6655992551980965,"Matched on cafe cuisine, Low budget in New Zealand with rating 4.6"
Nini's Kitchen,1,Ahmedabad,72.5072645,23.0117723,"north indian, continental, beverages, italian, burger, healthy food, mediterranean",950,No,Yes,No,3,4.5,1138,India,north indian,High,0.11772007861797869,0.9,0.6653160235853937,"Matched on north indian cuisine, High budget in India with rating 4.5"
Gymkhana,215,London,-0.141645,51.508515,"indian, pakistani, curry",80,Yes,No,No,4,4.7,214,United Kingdom,indian,Low,0.02213716768387297,0.9400000000000001,0.6646411503051619,"Matched on indian cuisine, Low budget in United Kingdom with rating 4.7"
Centro,216,Des Moines,-93.6300803,41.5857431,"italian, pizza",40,No,No,No,3,4.5,1109,United States,italian,Low,0.1147201820626875,0.9,0.6644160546188063,"Matched on italian cuisine, Low budget in United States with rating 4.5"
Tamba,214,Abu Dhabi,54.358147,24.488161,indian,500,Yes,No,No,4,4.7,201,UAE,indian,Medium,0.02079238646943209,0.9400000000000001,0.6642377159408297,"Matched on indian cuisine, Medium budget in UAE with rating 4.7"
The Hudson Cafe,1,New Delhi,77.2043172,28.6949468,"cafe, italian, continental, chinese",850,No,Yes,No,2,4.4,1537,India,cafe,High,0.15899451743043344,0.8800000000000001,0.66369835522913,"Matched on cafe cuisine, High budget in India with rating 4.4"
Onesta,1,Bangalore,77.5709967,13.0291977,"pizza, cafe, italian",600,No,No,No,2,4.6,627,India,pizza,Medium,0.06485983241957174,0.9199999999999999,0.6634579497258715,"Matched on pizza cuisine, Medium budget in India with rating 4.6"
Flatbread Neapolitan Pizzeria,216,Boise,-116.203466,43.616068,"italian, pizza",25,No,No,No,2,4.6,615,United States,italian,Low,0.06361849591393401,0.9199999999999999,0.6630855487741801,"Matched on italian cuisine, Low budget in United States with rating 4.6"
Roseleaf Bar Cafe,215,Edinburgh,-3.173679,55.976644,"scottish, cafe",45,No,No,No,3,4.7,163,United Kingdom,scottish,Low,0.016861487534912588,0.9400000000000001,0.6630584462604738,"Matched on scottish cuisine, Low budget in United Kingdom with rating 4.7"
Pantry d'or,1,Chennai,80.2191037,13.0918088,"continental, cafe, italian, desserts",750,Yes,Yes,No,2,4.4,1504,India,continental,High,0.15558084203992967,0.8800000000000001,0.6626742526119789,"Matched on continental cuisine, High budget in India with rating 4.4"
Duke's Waikiki,216,Rest of Hawaii,-157.827196,21.277583,"hawaiian, seafood, steak",70,No,No,No,4,4.4,1492,United States,hawaiian,Low,0.15433950553429193,0.8800000000000001,0.6623018516602875,"Matched on hawaiian cuisine, Low budget in United States with rating 4.4"
The Cheesecake Factory,214,Abu Dhabi,54.60685361,24.49053138,"american, desserts",200,No,No,No,4,4.6,586,UAE,american,Low,0.060618599358642805,0.9199999999999999,0.6621855798075927,"Matched on american cuisine, Low budget in UAE with rating 4.6"
The Basement Cafï¿½ï¿½,1,Guwahati,91.77524608,26.1802428,cafe,600,No,No,No,2,4.7,126,India,cafe,Medium,0.013034033309196235,0.9400000000000001,0.6619102099927588,"Matched on cafe cuisine, Medium budget in India with rating 4.7"
Hickory Park,216,Des Moines,-93.610084,42.010254,"bbq, burger, desserts",25,No,No,No,2,4.5,1025,United States,bbq,Low,0.10603082652322333,0.9,0.661809247956967,"Matched on bbq cuisine, Low budget in United States with rating 4.5"
Mocha,1,Lucknow,81.0011849,26.8528099,"cafe, italian, continental",800,No,No,No,3,4.6,567,India,cafe,High,0.05865314989138305,0.9199999999999999,0.6615959449674148,"Matched on cafe cuisine, High budget in India with rating 4.6"
Gymkhana,166,Doha,51.5333165,25.2894111,indian,250,Yes,No,No,4,4.7,114,Qatar,indian,Low,0.011792696803558498,0.9400000000000001,0.6615378090410676,"Matched on indian cuisine, Low budget in Qatar with rating 4.7"
Mrs. Wilkes' Dining Room,216,Savannah,-81.0955,32.0727,"american, southern",40,No,No,No,3,4.5,1014,United States,american,Low,0.10489293472638875,0.9,0.6614678804179166,"Matched on american cuisine, Low budget in United States with rating 4.5"
Pizza ï¿½ï¿½l Forno,208,Ankara,32.86021667,39.87623889,pizza,40,No,No,No,2,4.7,104,Turkey,pizza,Low,0.01075824971552705,0.9400000000000001,0.6612274749146582,"Matched on pizza cuisine, Low budget in Turkey with rating 4.7"
The Fisherman's Wharf,1,Goa,73.95088889,15.15794444,"continental, goan, seafood, north indian",1100,No,No,No,4,4.6,555,India,continental,High,0.05741181338574532,0.9199999999999999,0.6612235440157235,"Matched on continental cuisine, High budget in India with rating 4.6"
feel ALIVE,1,Gurgaon,77.0641366,28.4679257,"north indian, american, asian, biryani",1200,Yes,No,No,3,4.7,69,India,north indian,High,0.007137684907416985,0.9400000000000001,0.6601413054722252,"Matched on north indian cuisine, High budget in India with rating 4.7"
Peg Leg Pete's,216,Pensacola,-87.164376,30.327864,"burger, sandwich, seafood",40,No,No,No,3,4.4,1408,United States,burger,Low,0.14565014999482775,0.8800000000000001,0.6596950449984483,"Matched on burger cuisine, Low budget in United States with rating 4.4"
Aprazï¿½_vel,30,Rio de Janeiro,-43.18736944,-22.92481389,brazilian,300,No,No,No,4,4.7,44,Brazil,brazilian,Medium,0.004551567187338367,0.9400000000000001,0.6593654701562015,"Matched on brazilian cuisine, Medium budget in Brazil with rating 4.7"
Cafe Le Rue @ The Landings,216,Columbus,-84.95591,32.519247,"american, seafood, cajun",25,No,No,No,2,4.6,489,United States,american,Low,0.05058446260473777,0.9199999999999999,0.6591753387814212,"Matched on american cuisine, Low budget in United States with rating 4.6"
Bibi,30,Rio de Janeiro,-43.18669167,-22.97207222,"juices, healthy food",60,No,No,No,3,4.7,24,Brazil,juices,Low,0.002482673011275473,0.9400000000000001,0.6587448019033827,"Matched on juices cuisine, Low budget in Brazil with rating 4.7"
Jim Shaw's Seafood Grill & Bar,216,Macon,-83.6737,32.8496,seafood,25,No,No,No,2,4.6,467,United States,seafood,Low,0.048308679011068584,0.9199999999999999,0.6584926037033205,"Matched on seafood cuisine, Low budget in United States with rating 4.6"
Farzi Cafe,214,Dubai,55.26191946,25.2080323,"international, indian",200,Yes,No,No,3,4.5,909,UAE,international,Low,0.09403124030205855,0.9,0.6582093720906176,"Matched on international cuisine, Low budget in UAE with rating 4.5"
Roka,215,London,-0.135524,51.518935,"japanese, sushi",60,No,No,No,3,4.6,436,United Kingdom,japanese,Low,0.045101893038171095,0.9199999999999999,0.6575305679114513,"Matched on japanese cuisine, Low budget in United Kingdom with rating 4.6"
Bardenay,216,Boise,-116.2019,43.6138,"american, bar food",25,No,No,No,2,4.5,879,United States,american,Low,0.09092789903796421,0.9,0.6572783697113893,"Matched on american cuisine, Low budget in United States with rating 4.5"
Goldy's Breakfast Bistro,216,Boise,-116.2023,43.6149,"breakfast, sandwich",25,No,No,No,2,4.5,879,United States,breakfast,Low,0.09092789903796421,0.9,0.6572783697113893,"Matched on breakfast cuisine, Low budget in United States with rating 4.5"
Bone Daddies,215,London,-0.133789,51.512627,"ramen, japanese",40,No,No,No,3,4.6,418,United Kingdom,ramen,Low,0.04323988827971449,0.9199999999999999,0.6569719664839142,"Matched on ramen cuisine, Low budget in United Kingdom with rating 4.6"
Baduzzi,148,Auckland,174.7570233,-36.84109176,italian,120,No,No,No,4,4.6,413,New Zealand,italian,Low,0.042722664735698766,0.9199999999999999,0.6568167994207096,"Matched on italian cuisine, Low budget in New Zealand with rating 4.6"
Stacks And Racks,1,Mumbai,72.83619149,19.18129965,"american, burger, fast food",500,No,No,No,2,4.6,413,India,american,Medium,0.042722664735698766,0.9199999999999999,0.6568167994207096,"Matched on american cuisine, Medium budget in India with rating 4.6"
Mama's Boy Restaurant,216,Athens,-83.3654,33.9535,southern,10,No,No,No,1,4.5,849,United States,southern,Low,0.08782455777386987,0.9,0.6563473673321609,"Matched on southern cuisine, Low budget in United States with rating 4.5"
Twigly,1,Gurgaon,77.0923421,28.4803156,"continental, italian, pizza, asian",500,No,Yes,No,2,4.6,395,India,continental,Medium,0.04086065997724216,0.9199999999999999,0.6562581979931725,"Matched on continental cuisine, Medium budget in India with rating 4.6"
Mocha,1,Guwahati,91.773932,26.16149,"cafe, italian",800,No,No,No,3,4.6,394,India,cafe,High,0.04075721526843902,0.9199999999999999,0.6562271645805317,"Matched on cafe cuisine, High budget in India with rating 4.6"
Conch Republic Grill,216,Tampa Bay,-82.820856,27.816086,"sandwich, seafood, steak",40,No,No,No,3,4.5,844,United States,sandwich,Low,0.08730733422985414,0.9,0.6561922002689562,"Matched on sandwich cuisine, Low budget in United States with rating 4.5"
Ritz Classic,1,Goa,73.82691111,15.49860278,"goan, seafood, north indian",600,No,No,No,3,4.5,840,India,goan,Medium,0.08689355539464157,0.9,0.6560680666183925,"Matched on goan cuisine, Medium budget in India with rating 4.5"
Tu-Do Vietnamese Restaurant,216,Pensacola,-87.2216,30.4982,"asian, vietnamese",10,No,No,No,1,4.5,828,United States,asian,Low,0.08565221888900383,0.9,0.6556956656667011,"Matched on asian cuisine, Low budget in United States with rating 4.5"
Famous Dave's Barbecue,214,Abu Dhabi,54.38294616,24.49569253,american,260,No,Yes,No,4,4.6,376,UAE,american,Medium,0.03889521050998242,0.9199999999999999,0.6556685631529946,"Matched on american cuisine, Medium budget in UAE with rating 4.6"
Eat at Thai,216,Gainesville,-83.857993,34.300182,thai,10,No,No,No,1,4.6,357,United States,thai,Low,0.036929761042722664,0.9199999999999999,0.6550789283128167,"Matched on thai cuisine, Low budget in United States with rating 4.6"
Zaffran Dining Experience,166,Doha,51.5274557,25.2625016,indian,300,No,No,No,4,4.6,348,Qatar,indian,Medium,0.03599875866349436,0.9199999999999999,0.6547996275990482,"Matched on indian cuisine, Medium budget in Qatar with rating 4.6"
Cafe Parmesan,1,Faridabad,77.3236479,28.3950766,italian,1000,No,No,No,3,4.5,799,India,italian,High,0.08265232233371263,0.9,0.6547956967001138,"Matched on italian cuisine, High budget in India with rating 4.5"
Blue Orchid Thai Restaurant,216,Lincoln,-96.7072,40.8143,thai,25,No,No,No,2,4.5,799,United States,thai,Low,0.08265232233371263,0.9,0.6547956967001138,"Matched on thai cuisine, Low budget in United States with rating 4.5"
Zunzi's,216,Savannah,-81.0911,32.0775,"international, mediterranean, sandwich",25,No,No,No,2,4.5,796,United States,international,Low,0.0823419882073032,0.9,0.654702596462191,"Matched on international cuisine, Low budget in United States with rating 4.5"
La Quello - Mediterranean Kitchen,1,Vadodara,73.15892089,22.31023696,"mediterranean, italian",1300,No,No,No,3,4.6,321,India,mediterranean,High,0.03320575152580946,0.9199999999999999,0.6539617254577428,"Matched on mediterranean cuisine, High budget in India with rating 4.6"
Dem Karakï¿½_y,208,ï¿½ï¿½stanbul,28.9782365,41.02463331,cafe,35,No,No,No,2,4.5,761,Turkey,cafe,Low,0.07872142339919314,0.9,0.653616427019758,"Matched on cafe cuisine, Low budget in Turkey with rating 4.5"
La Plage,1,Goa,0.0,0.0,"seafood, french",800,No,No,No,3,4.6,302,India,seafood,High,0.031240302058549704,0.9199999999999999,0.6533720906175648,"Matched on seafood cuisine, High budget in India with rating 4.6"
Pizza Hut,1,Vizag,83.31851111,17.73417778,"pizza, fast food",600,No,No,No,2,4.6,289,India,pizza,Medium,0.029895520844108823,0.9199999999999999,0.6529686562532325,"Matched on pizza cuisine, Medium budget in India with rating 4.6"
Nawras Seafood Restaurant,1,Kochi,76.28500095,9.979362921,seafood,1000,No,No,No,3,4.6,289,India,seafood,High,0.029895520844108823,0.9199999999999999,0.6529686562532325,"Matched on seafood cuisine, High budget in India with rating 4.6"
L'amandier,1,Chennai,80.25479067,13.02701773,"european, cafe, italian",1200,Yes,Yes,No,3,4.3,1607,India,european,High,0.16623564704665356,0.86,0.651870694113996,"Matched on european cuisine, High budget in India with rating 4.3"
Kihei Caffe,216,Rest of Hawaii,-156.451847,20.731487,"american, hawaiian",10,No,No,No,1,4.5,695,United States,american,Low,0.07189407261818558,0.9,0.6515682217854557,"Matched on american cuisine, Low budget in United States with rating 4.5"
Giovanni's Shrimp Truck,216,Rest of Hawaii,-157.948486,21.677078,seafood,25,No,No,No,2,4.5,691,United States,seafood,Low,0.071480293782973,0.9,0.6514440881348919,"Matched on seafood cuisine, Low budget in United States with rating 4.5"
Bridge Road Brewers,14,Beechworth,146.685852,-36.360439,"pizza, bar food",20,No,No,No,2,4.6,237,Australia,pizza,Low,0.024516395986345297,0.9199999999999999,0.6513549187959035,"Matched on pizza cuisine, Low budget in Australia with rating 4.6"
Flying Mango,216,Des Moines,-93.677638,41.614965,"bbq, caribbean, cajun",40,No,No,No,3,4.5,674,United States,bbq,Low,0.06972173373331954,0.9,0.6509165201199959,"Matched on bbq cuisine, Low budget in United States with rating 4.5"
Kobe Hibachi & Sushi,216,Dalton,-85.2229101,34.9428786,"american, japanese, sushi",25,No,No,No,2,4.6,214,United States,american,Low,0.02213716768387297,0.9199999999999999,0.6506411503051618,"Matched on american cuisine, Low budget in United States with rating 4.6"
Natural Ice Cream,1,New Delhi,77.2386106,28.5367441,ice cream,150,No,Yes,No,1,4.5,665,India,ice cream,Low,0.06879073135409124,0.9,0.6506372194062273,"Matched on ice cream cuisine, Low budget in India with rating 4.5"
