Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category
Los Pablos,216,Dalton,-84.9964,34.7604,mexican,10,No,No,No,1,4.1,114,United States,mexican,Low
Kobe Hibachi & Sushi,216,Dalton,-85.2229101,34.9428786,"american, japanese, sushi",25,No,No,No,2,4.6,214,United States,american,Low
Soho Hibachi,216,Dalton,-85.246237,34.9528157,japanese,10,No,No,No,1,4.3,116,United States,japanese,Low
Thai Garden,216,Dalton,-85.2545,34.9546,thai,25,No,No,No,2,4.2,111,United States,thai,Low
Southern Bliss Bakery,216,Dalton,-85.294955,34.705093,"desserts, sandwich",10,No,No,No,1,3.7,25,United States,desserts,Low
Bailey's Bar-B-Que,216,Dalton,-85.1321,34.9273,bbq,10,No,No,No,1,4.1,128,United States,bbq,Low
Farm To Fork,216,Dalton,-85.130492,34.912109,"american, diner, southern",10,No,No,No,1,4.3,244,United States,american,Low
Home Plate Grill,216,Dalton,-85.1079396,34.9151853,"american, bbq, southern",10,No,No,No,1,4.2,112,United States,american,Low
Pie Slingers Pizzeria,216,Dalton,-85.249727,34.851907,"italian, pizza",10,No,No,No,1,4.1,144,United States,italian,Low
Olive Tree Cafe,216,Davenport,-90.496986,41.574935,"indian, mediterranean, middle eastern",25,No,No,No,2,4.6,166,United States,indian,Low
"Red Ginger Sushi, Grill & Bar",216,Davenport,-90.522479,41.53845,"sushi, teriyaki",40,No,No,No,3,4.5,208,United States,sushi,Low
Crust Stone Oven Pizza,216,Davenport,-90.4912446,41.5747801,"burger, pizza",25,No,No,No,2,3.9,136,United States,burger,Low
Jimmy's Pancake House,216,Davenport,-90.504176,41.548746,"american, breakfast, greek",10,No,No,No,1,4.0,85,United States,american,Low
Trattoria Tiramisu,216,Davenport,-90.50709,41.525384,italian,25,No,No,No,2,4.1,117,United States,italian,Low
Prairie Grille at SteepleGate Inn,216,Davenport,-90.574088,41.593892,"american, breakfast",25,No,No,No,2,3.4,53,United States,american,Low
Tantra Asian Bistro,216,Davenport,-90.565837,41.574459,asian,25,No,No,No,2,4.9,474,United States,asian,Low
Chick-fil-A,216,Davenport,-90.5716,41.5604,fast food,10,No,No,No,1,3.9,125,United States,fast food,Low
Duck City Bistro,216,Davenport,-90.5737,41.5223,"american, french",70,No,No,No,4,3.7,201,United States,american,Low
Frick's Tap,216,Davenport,-90.59466452,41.52253634,"american, bar food, bbq",25,No,No,No,2,0.0,2,United States,american,Low
Los Agaves,216,Davenport,-90.5154313,41.5709434,mexican,25,No,No,No,2,0.0,3,United States,mexican,Low
China Cafe,216,Davenport,-90.5321,41.5749,chinese,25,No,No,No,2,4.0,112,United States,chinese,Low
Exotic Thai Restaurant,216,Davenport,-90.5432,41.5747,thai,25,No,No,No,2,4.1,256,United States,thai,Low
Front Street Brewery,216,Davenport,-90.572418,41.520389,american,10,No,No,No,1,4.3,123,United States,american,Low
Granite City Food & Brewery,216,Davenport,-90.5137,41.5745,american,25,No,No,No,2,4.0,199,United States,american,Low
Los Agaves,216,Davenport,-90.5686,41.559,mexican,25,No,No,No,2,4.1,157,United States,mexican,Low
Machine Shed Restaurant,216,Davenport,-90.6136,41.5944,american,25,No,No,No,2,4.1,100,United States,american,Low
Osaka,216,Davenport,-90.515175,41.570997,"japanese, sushi",40,No,No,No,3,4.2,141,United States,japanese,Low
Texas Roadhouse,216,Davenport,-90.517,41.5747,"american, bbq, steak",25,No,No,No,2,4.2,197,United States,american,Low
Hickory Park,216,Des Moines,-93.610084,42.010254,"bbq, burger, desserts",25,No,No,No,2,4.5,1025,United States,bbq,Low
The Cafe,216,Des Moines,-93.643094,42.048779,"american, coffee and tea",25,No,No,No,2,4.9,570,United States,american,Low
Flying Mango,216,Des Moines,-93.677638,41.614965,"bbq, caribbean, cajun",40,No,No,No,3,4.5,674,United States,bbq,Low
Cool Basil,216,Des Moines,-93.739573,41.600564,"asian, sushi, thai",25,No,No,No,2,4.1,496,United States,asian,Low
HuHot Mongolian Grill,216,Des Moines,-93.760027,41.60028,"asian, chinese",25,No,No,No,2,4.0,411,United States,asian,Low
Malo,216,Des Moines,-93.627896,41.583309,"latin american, mexican",25,No,No,No,2,3.2,113,United States,latin american,Low
Centro,216,Des Moines,-93.6300803,41.5857431,"italian, pizza",40,No,No,No,3,4.5,1109,United States,italian,Low
Fong's Pizza,216,Des Moines,-93.621631,41.585465,"chinese, pizza",25,No,No,No,2,4.6,728,United States,chinese,Low
A Dong Restaurant,216,Des Moines,-93.637401,41.587219,"asian, vegetarian, vietnamese, bubble tea",10,No,No,No,1,4.4,659,United States,asian,Low
Court Avenue Brewing Company,216,Des Moines,-93.620726,41.58536,"american, pizza, bar food",40,No,No,No,3,4.2,370,United States,american,Low
Django,216,Des Moines,-93.629436,41.584027,french,40,No,No,No,3,4.3,532,United States,french,Low
Miyabi 9,216,Des Moines,-93.611366,41.590819,"japanese, sushi",25,No,No,No,2,4.8,860,United States,japanese,Low
Zombie Burger + Drink Lab,216,Des Moines,-93.61474,41.590106,"burger, desserts, vegetarian",10,No,No,No,1,4.2,943,United States,burger,Low
Tursi's Latin King,216,Des Moines,-93.577383,41.601415,"american, italian",70,No,No,No,4,4.1,476,United States,american,Low
Tsing Tsao South,216,Des Moines,-93.645245,41.545869,chinese,10,No,No,No,1,4.1,218,United States,chinese,Low
Bandit Burrito,216,Des Moines,-93.6976773,41.6714654,"breakfast, mexican, southwestern",10,No,No,No,1,4.0,214,United States,breakfast,Low
Jethro's BBQ,216,Des Moines,-93.659797,41.603901,"american, bbq",25,No,No,No,2,4.3,699,United States,american,Low
The Machine Shed Restaurant,216,Des Moines,-93.772033,41.615083,"american, breakfast",25,No,No,No,2,3.8,308,United States,american,Low
Mi Patria,216,Des Moines,-93.73624,41.594039,latin american,25,No,No,No,2,4.0,157,United States,latin american,Low
Waterfront Seafood Market,216,Des Moines,-93.7441981,41.5991771,"seafood, sushi",40,No,No,No,3,4.2,530,United States,seafood,Low
The Giggling Goat,14,Dicky Beach,153.137401,-26.783576,"coffee and tea, tea, modern australian",7,No,No,No,1,3.6,29,Australia,coffee and tea,Low
Burnt Toast Cafe,216,Dubuque,-90.667668,42.504759,breakfast,10,No,No,No,1,3.4,33,United States,breakfast,Low
Catfish Charlie's,216,Dubuque,-90.6499328,42.5124724,seafood,25,No,No,No,2,3.3,40,United States,seafood,Low
Salsa's Mexican Restaurant,216,Dubuque,-90.6684746,42.5032004,mexican,10,No,No,No,1,3.4,153,United States,mexican,Low
Tony Roma's,216,Dubuque,-90.658609,42.496464,"american, bbq, seafood",25,No,No,No,2,3.3,65,United States,american,Low
Vinny Vanucchi's,216,Dubuque,-90.664029,42.495689,italian,25,No,No,No,2,3.4,58,United States,italian,Low
Champps Americana,216,Dubuque,-90.715247,42.492018,"american, burger, sandwich",25,No,No,No,2,3.5,100,United States,american,Low
Fiesta Cancun,216,Dubuque,-90.740213,42.49092,mexican,10,No,No,No,1,3.6,156,United States,mexican,Low
Houlihan's,216,Dubuque,-90.645294,42.516621,"american, burger",25,No,No,No,2,3.6,117,United States,american,Low
Ichiban Hibachi Steakhouse & Sushi Bar,216,Dubuque,-90.712084,42.492963,"japanese, steak, sushi",40,No,No,No,3,3.7,83,United States,japanese,Low
Kalmes Breaktime Bar & Grill,216,Dubuque,-90.6646,42.5043,"american, burger",25,No,No,No,2,3.6,48,United States,american,Low
L. May Eatery,216,Dubuque,-90.668164,42.503075,"international, pizza",40,No,No,No,3,3.8,198,United States,international,Low
Los Aztecas,216,Dubuque,-90.7055,42.4916,mexican,10,No,No,No,1,3.5,126,United States,mexican,Low
Manna Java World Cafe,216,Dubuque,-90.6677349,42.500191,"breakfast, pizza",10,No,No,No,1,3.5,119,United States,breakfast,Low
Mario's Italian Restaurant,216,Dubuque,-90.6691,42.5048,"american, italian",25,No,No,No,2,3.6,140,United States,american,Low
Pepper Sprout Incorporated,216,Dubuque,-90.6651,42.4974,american,40,No,No,No,3,3.6,159,United States,american,Low
Shot Tower Inn,216,Dubuque,-90.6658,42.4963,"italian, pizza",25,No,No,No,2,3.6,131,United States,italian,Low
Sunshine Family Restaurant,216,Dubuque,-90.663686,42.4982789,"american, breakfast, burger",10,No,No,No,1,3.5,60,United States,american,Low
Watershed Cafe,216,Dubuque,-90.684882,42.527556,"american, burger, pizza, cafe",25,No,No,No,2,3.7,89,United States,american,Low
Woodfire Grille,216,Dubuque,-90.658988,42.496378,"american, seafood, steak",70,No,No,No,4,3.6,72,United States,american,Low
The Belle General,14,East Ballina,153.593331,-28.862663,cafe,20,No,No,No,2,4.1,56,Australia,cafe,Low
Jehova es Mi Pastor Tacos y Burritos,216,Fernley,-119.252694,39.607515,mexican,10,No,No,No,1,3.7,83,United States,mexican,Low
Flaxton Gardens,14,Flaxton,152.8771473,-26.6521332,"tea, modern australian",30,No,No,No,3,3.5,37,Australia,tea,Low
Bespoke Harvest,14,Forrest,143.714315,-38.517292,"cafe, australian",20,No,No,No,2,3.7,29,Australia,cafe,Low
Houndstooth Grill & Tavern,216,Gainesville,-83.8461,34.0901,"american, sandwich, seafood",25,No,No,No,2,4.4,239,United States,american,Low
Hawg Wild BBQ & Catfish House,216,Gainesville,-83.520693,34.61802,"bbq, burger, seafood",10,No,No,No,1,4.1,235,United States,bbq,Low
Bourbon Street Grille,216,Gainesville,-83.985353,34.532973,"american, burger, cajun",25,No,No,No,2,3.8,88,United States,american,Low
Smokin Gold BBQ,216,Gainesville,-83.983939,34.533626,bbq,10,No,No,No,1,3.9,133,United States,bbq,Low
Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,-83.989317,34.541044,"chinese, japanese, thai",10,No,No,No,1,4.4,267,United States,chinese,Low
Shenanigan's Irish Pub,216,Gainesville,-83.986119,34.533198,"bar food, seafood, vegetarian",25,No,No,No,2,4.1,171,United States,bar food,Low
Fish Tales Lakeside Grille,216,Gainesville,-83.938024,34.183573,seafood,25,No,No,No,2,3.8,107,United States,seafood,Low
Antebellum,216,Gainesville,-83.926217,34.185707,"american, southern",40,No,No,No,3,4.3,164,United States,american,Low
Moonie's Texas Barbecue,216,Gainesville,-83.927794,34.180043,"bbq, sandwich",10,No,No,No,1,4.1,182,United States,bbq,Low
Atlanta Highway Seafood Market,216,Gainesville,-83.838457,34.285102,"sandwich, seafood, cajun",25,No,No,No,2,4.9,681,United States,sandwich,Low
Eat at Thai,216,Gainesville,-83.857993,34.300182,thai,10,No,No,No,1,4.6,357,United States,thai,Low
Smoke House BBQ and Catering,216,Gainesville,-83.860098,34.222755,bbq,25,No,No,No,2,3.8,89,United States,bbq,Low
2 Dog,216,Gainesville,-83.824023,34.300567,"american, european, sandwich",25,No,No,No,2,4.2,350,United States,american,Low
Longstreet Cafe,216,Gainesville,-83.8272,34.3166,southern,10,No,No,No,1,4.3,298,United States,southern,Low
Re-Cess,216,Gainesville,-83.82686,34.300332,"american, southern",25,No,No,No,2,4.2,319,United States,american,Low
Bodensee,216,Gainesville,-83.727741,34.701594,german,40,No,No,No,3,3.8,114,United States,german,Low
Hofer's Bakery & Cafe,216,Gainesville,-83.7345,34.7024,"german, ice cream",10,No,No,No,1,3.9,136,United States,german,Low
Troll Tavern,216,Gainesville,-83.7334,34.7021,"burger, german, sandwich",25,No,No,No,2,2.2,108,United States,burger,Low
The Nacoochee Village Tavern & Pizzeria,216,Gainesville,-83.713498,34.691208,"italian, pizza, sandwich",10,No,No,No,1,4.0,161,United States,italian,Low
Blue Bean Love Cafe,14,Hepburn Springs,144.1387014,-37.3123267,"cafe, coffee and tea, modern australian",20,No,No,No,2,3.8,192,Australia,cafe,Low
La Trattoria of Lavandula,14,Hepburn Springs,144.110062,-37.275494,"italian, fusion, cafe",7,No,No,No,1,3.8,93,Australia,italian,Low
5 Little Pigs,14,Huskisson,150.6710743,-35.0388698,"breakfast, modern australian",20,No,No,No,2,4.1,40,Australia,breakfast,Low
Beach Box Cafe,14,Inverloch,145.7287133,-38.6347458,"burger, coffee and tea, modern australian",7,No,No,No,1,3.7,100,Australia,burger,Low
Funkey Monkey,14,Lakes Entrance,147.9942247,-37.8783865,"breakfast, coffee and tea",7,No,No,No,1,3.8,97,Australia,breakfast,Low
Burger Queen Drive In,216,Lakeview,-120.3458,42.1885,"burger, desserts, sandwich",10,No,No,No,1,3.6,41,United States,burger,Low
Blue Orchid Thai Restaurant,216,Lincoln,-96.7072,40.8143,thai,25,No,No,No,2,4.5,799,United States,thai,Low
Stillwater on Belmore,14,Lorn,151.558475,-32.728097,"breakfast, coffee and tea",20,No,No,No,2,3.6,18,Australia,breakfast,Low
Mr.,14,Macedon,144.564174,-37.423189,cafe,20,No,No,No,2,3.5,31,Australia,cafe,Low
Emilio's Cuban Cafe,216,Macon,-83.594494,32.567741,"coffee and tea, cuban, latin american",25,No,No,No,2,3.9,146,United States,coffee and tea,Low
Ingleside Village Pizza,216,Macon,-83.657061,32.853896,"pizza, sandwich",10,No,No,No,1,4.9,478,United States,pizza,Low
Jim Shaw's Seafood Grill & Bar,216,Macon,-83.6737,32.8496,seafood,25,No,No,No,2,4.6,467,United States,seafood,Low
Mandarin Chinese Restaurant,216,Macon,-83.6766,32.8899,"chinese, thai",25,No,No,No,2,4.5,302,United States,chinese,Low
Rookery,216,Macon,-83.6279,32.8361,"burger, desserts, bar food",25,No,No,No,2,4.5,289,United States,burger,Low
Bonefish Grill,216,Macon,-83.713978,32.929278,"american, seafood",40,No,No,No,3,4.1,293,United States,american,Low
Downtown Grill,216,Macon,-83.6276,32.8375,steak,70,No,No,No,4,4.0,195,United States,steak,Low
Greek Corner Deli,216,Macon,-83.628703,32.83654,"desserts, greek, sandwich",10,No,No,No,1,4.3,244,United States,desserts,Low
Natalia's,216,Macon,-83.787993,32.928495,"european, italian, mediterranean",70,No,No,No,4,4.2,379,United States,european,Low
Papouli's Mediterranean Cafe & Market,216,Macon,-83.6873,32.901,"greek, mediterranean, vegetarian",10,No,No,No,1,4.2,223,United States,greek,Low
Benson's Steak and Sushi,216,Macon,-83.662421,32.556873,"american, chinese, sushi",25,No,No,No,2,3.7,243,United States,american,Low
My Fathers Place,216,Macon,-83.624,32.5786,italian,25,No,No,No,2,3.7,104,United States,italian,Low
Sushi Thai Restaurant,216,Macon,-83.6665,32.6184,"japanese, sushi, thai",10,No,No,No,1,3.7,153,United States,japanese,Low
The Mellow Mushroom,216,Macon,-83.691044,32.552684,"pizza, sandwich, vegetarian",25,No,No,No,2,3.8,323,United States,pizza,Low
El Jalisciense Mexican Restaurant,216,Macon,-83.64935,32.594666,mexican,10,No,No,No,1,4.1,181,United States,mexican,Low
Greek Village,216,Macon,-83.636618,32.6176839,"american, greek, seafood",25,No,No,No,2,4.0,316,United States,american,Low
Martin's BBQ,216,Macon,-83.600201,32.619321,bbq,25,No,No,No,2,4.2,288,United States,bbq,Low
Thai Pepper,216,Macon,-83.665557,32.593264,"japanese, sushi, thai",10,No,No,No,1,4.0,232,United States,japanese,Low
Zen Japanese Steakhouse and Sushi Bar,216,Macon,-83.7184,32.6147,"japanese, steak, sushi",40,No,No,No,3,4.1,314,United States,japanese,Low
Star Buffet,14,Mayfield,151.7343832,-32.899178,asian,20,No,No,No,2,2.9,11,Australia,asian,Low
Triangle Restaurant,216,Mc Millan,-85.7363,46.3718,"breakfast, burger",10,No,No,No,1,2.4,17,United States,breakfast,Low
Three Anchors,14,Middleton Beach,117.917166,-35.025861,"bar food, modern australian",30,No,No,No,3,3.8,176,Australia,bar food,Low
Vince's Restaurant & Pizzeria,216,Monroe,-89.653487,42.606306,"italian, pizza",25,No,No,No,2,3.6,65,United States,italian,Low
Poets Cafe,14,Montville,152.893735,-26.690462,"coffee and tea, modern australian",30,No,No,No,3,2.4,193,Australia,coffee and tea,Low
The Artesian Restaurant,216,Ojo Caliente,-106.057666,36.313638,"american, international, southwestern",40,No,No,No,3,3.6,30,United States,american,Low
Cevï¿½_che Tapas Bar & Restaurant,216,Orlando,-81.381077,28.540432,"spanish, tapas",40,No,No,No,3,4.4,981,United States,spanish,Low
'Ohana,216,Orlando,-81.585226,28.405437,hawaiian,45,No,No,No,3,4.5,1151,United States,hawaiian,Low
Earl of Sandwich,216,Orlando,-81.514608,28.372858,"american, sandwich, salad",35,No,No,No,3,4.7,1341,United States,american,Low
Raglan Road Irish Pub and Restaurant,216,Orlando,-81.517725,28.371338,irish,50,No,No,No,4,4.3,782,United States,irish,Low
Cafï¿½ï¿½ Tu Tu Tango,216,Orlando,-81.469986,28.440344,"new american, tapas",40,No,No,No,3,4.6,1293,United States,new american,Low
Texas de Brazil,216,Orlando,-81.4510725,28.4676808,"brazilian, steak",100,No,No,No,4,4.6,2324,United States,brazilian,Low
Bahama Breeze Island Grille,216,Orlando,-81.471526,28.437065,caribbean,45,No,No,No,3,4.3,910,United States,caribbean,Low
Maggiano's Little Italy,216,Orlando,-81.471447,28.433235,italian,50,No,No,No,4,4.4,886,United States,italian,Low
Hawkers Asian Street Fare,216,Orlando,-81.364347,28.560505,"asian, thai",35,No,No,No,3,4.6,1293,United States,asian,Low
Tako Cheena by Pom Pom,216,Orlando,-81.364547,28.557845,"asian, latin american, vegetarian",10,No,No,No,1,4.4,570,United States,asian,Low
Seasons 52 Fresh Grill,216,Orlando,-81.487978,28.448175,american,60,No,No,No,4,4.4,1685,United States,american,Low
Hollerbach's Willow Tree Cafï¿½ï¿½,216,Orlando,-81.266871,28.811653,german,40,No,No,No,3,4.8,1699,United States,german,Low
Pom Pom's Teahouse and Sandwicheria,216,Orlando,-81.351467,28.543571,"american, sandwich, tea",25,No,No,No,2,4.9,1457,United States,american,Low
Yellow Dog Eats,216,Orlando,-81.522987,28.527592,"american, bbq, sandwich",35,No,No,No,3,4.9,1252,United States,american,Low
Tibby's New Orleans Kitchen,216,Orlando,-81.322631,28.601088,cajun,25,No,No,No,2,4.7,1412,United States,cajun,Low
The Coop,216,Orlando,-81.357219,28.597366,"southern, cajun, soul food",25,No,No,No,2,3.6,432,United States,southern,Low
Bosphorous Turkish Cuisine,216,Orlando,-81.3508344,28.5976271,"mediterranean, turkish",40,No,No,No,3,4.2,568,United States,mediterranean,Low
Ethos Vegan Kitchen,216,Orlando,-81.352921,28.592857,"american, breakfast, vegetarian",25,No,No,No,2,4.4,797,United States,american,Low
The Ravenous Pig,216,Orlando,-81.356024,28.593297,pub food,40,No,No,No,3,4.4,1998,United States,pub food,Low
Vivo Bar and Grill,14,Palm Cove,145.670768,-16.748083,"mediterranean, seafood",30,No,No,No,3,4.4,381,Australia,mediterranean,Low
Pier 70,14,Paynesville,147.7227832,-37.9194154,modern australian,120,No,No,No,4,2.6,16,Australia,modern australian,Low
DiVine,14,Penola,140.837409,-37.379153,"cafe, coffee and tea, sandwich",20,No,No,No,2,3.4,19,Australia,cafe,Low
Cactus Flower Cafe Navarre,216,Pensacola,-86.8573393,30.4025979,"mexican, southwestern, tex-mex",25,No,No,No,2,4.2,635,United States,mexican,Low
McGuire's Irish Pub & Brewery,216,Pensacola,-87.2027,30.4179,"burger, bar food, steak",40,No,No,No,3,4.9,2238,United States,burger,Low
New Yorker Deli & Pizzeria,216,Pensacola,-87.1819,30.4251,"italian, pizza, sandwich",10,No,No,No,1,4.6,792,United States,italian,Low
Tu-Do Vietnamese Restaurant,216,Pensacola,-87.2216,30.4982,"asian, vietnamese",10,No,No,No,1,4.5,828,United States,asian,Low
Carrabba's Italian Grill,216,Pensacola,-87.205855,30.417318,"italian, pizza, seafood",40,No,No,No,3,3.7,292,United States,italian,Low
Jaco's Bayfront Bar and Grille,216,Pensacola,-87.213274,30.403034,tapas,25,No,No,No,2,3.9,502,United States,tapas,Low
The Tin Cow,216,Pensacola,-87.2150874,30.4116106,"burger, bar food",25,No,No,No,2,3.7,559,United States,burger,Low
Cactus Flower Cafe,216,Pensacola,-87.2080932,30.4473322,"latin american, mexican, southwestern",25,No,No,No,2,4.2,1268,United States,latin american,Low
Dharma Blue,216,Pensacola,-87.2092,30.4101,"seafood, sushi",40,No,No,No,3,4.1,669,United States,seafood,Low
Global Grill,216,Pensacola,-87.2153054,30.411878,"european, international, tapas",40,No,No,No,3,4.4,900,United States,european,Low
Ichiban,216,Pensacola,-87.2252,30.4767,"japanese, sushi",25,No,No,No,2,4.3,765,United States,japanese,Low
The Fish House,216,Pensacola,-87.211082,30.407358,"american, seafood, sushi",40,No,No,No,3,4.0,1270,United States,american,Low
Tuscan Oven,216,Pensacola,-87.214,30.4692,"italian, mediterranean, pizza",25,No,No,No,2,4.1,502,United States,italian,Low
Flounders Chowder House,216,Pensacola,-87.143,30.3359,seafood,40,No,No,No,3,3.9,724,United States,seafood,Low
Hemingway's Island Grill,216,Pensacola,-87.142602,30.335521,"caribbean, seafood, steak",40,No,No,No,3,3.5,479,United States,caribbean,Low
Native Cafe,216,Pensacola,-87.132932,30.334776,"breakfast, burger",25,No,No,No,2,4.2,591,United States,breakfast,Low
Peg Leg Pete's,216,Pensacola,-87.164376,30.327864,"burger, sandwich, seafood",40,No,No,No,3,4.4,1408,United States,burger,Low
The Grand Marlin,216,Pensacola,-87.149178,30.34262,"caribbean, seafood",40,No,No,No,3,4.3,905,United States,caribbean,Low
Original Georgios Authentic Greek Food,216,Pensacola,-87.4218962,30.3199824,greek,10,No,No,No,1,4.7,816,United States,greek,Low
Fisherman's Corner,216,Pensacola,-87.427707,30.308468,"sandwich, seafood, cajun",40,No,No,No,3,4.4,747,United States,sandwich,Low
